,inside_18,first_touch,bodypart_Head,bodypart_Left Foot,bodypart_Other,bodypart_Right Foot,technique_Ground,technique_Volley,assist_Ground Pass,assist_High Pass,assist_Low Pass,assist_Unassisted,state_of_play_Open Play - Shot,state_of_play_Set Piece - Direct Free Kick,state_of_play_Set Piece - Penalty,time,shot_distance,shot_angle
24,1,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,-1.0663256122029638,-1.5042727322344094,-0.038880648991826014
25,1,1,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.33181138625336914,-1.0011667300305347,0.7719915837372286
26,0,0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.2973502630519807,1.3176295051496192,0.6258393293253698
27,0,1,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,-0.5070708128204306,1.1579572435187149,1.155605359560889
28,1,1,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,-1.2061393120485973,-0.08140219596800945,-0.5942017885449394
29,0,0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.2406004352499855,0.5559994522024034,0.8879945518755213
30,1,1,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,-1.2760461619714139,-0.7155867994718784,-1.898948044040982
31,0,0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.15753656320634743,1.8232432302051718,-0.6797683343499177
32,1,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.541531936021819,-0.6653793679035443,-0.05725735681571396
33,1,0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.4017182361761858,-1.10129714995508,1.8030971742931905
34,1,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.380414135095619,0.18852528068311328,0.9666698322465413
35,0,0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,-1.6954872615083136,0.9376995336734674,0.13426239503636808
36,1,1,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,-0.15753656320634743,-0.8685968067939804,-1.3746375989406798
37,1,1,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,-1.6954872615083136,-0.5012136604450097,-1.0625207019943332
38,1,1,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,-1.3459530118942304,-1.3850729161757547,0.17388717128162628
39,1,1,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,-0.5070708128204306,0.05071199637058729,0.9505902129006394
40,0,0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,-0.08762971328353077,1.7264234859186471,-0.6453120071801277
41,1,0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,-1.3459530118942304,0.44870611135885835,1.2210723811834898
42,1,1,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,-1.4857667117398639,0.11756377156827226,-0.8379803032712028
43,0,1,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.6114387859446357,1.6079789401793168,0.5336686541461821
44,1,1,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.8910661856359023,-1.0521135990541346,-1.6566052096134603
45,0,0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.4503209850184355,0.6064892396034894,0.5592237634637763
46,0,0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.9964187622801473,1.3090182152854766,-1.0188760209125993
47,0,0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,-1.3459530118942304,2.1300850791670514,-0.41646456756077344
48,1,0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.541531936021819,-0.45582667082907574,0.6539786631806983
49,0,0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,-1.2061393120485973,1.6903697809309914,-0.9884395985792852
50,1,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,-0.646884512666064,-1.0332767625262627,0.4348938495927846
51,1,1,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.437163962897614,-0.10089092285307986,0.467627360404085
52,1,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.12209083648491918,-1.271742021762889,-0.7495423968687419
53,0,0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.2406004352499855,0.18524541914051412,0.16613449766842367
54,1,1,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.19199768640773582,-0.5266825899962364,0.030032005347753465
55,1,1,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.2406004352499855,-0.28918344146766606,1.5581701153279341
56,1,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.3105072851728021,-1.6887740307407475,-1.6879030401260193
57,1,0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.12209083648491918,-0.18590206174506807,-0.8385545753906991
58,1,0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.4503209850184355,0.12340508056812348,0.526490252652476
59,1,0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.9964187622801473,0.1287603820010463,1.3034804303312373
60,1,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,-0.15753656320634743,-1.228833388730963,2.3558340893085696
61,0,1,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,-0.9964187622801473,0.8845812913573768,0.21293767540738812
62,0,0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.5901346848640687,0.6298603109276973,0.8331515644636055
63,0,0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.12209083648491918,1.616411113711462,-1.2597831750413802
64,1,1,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.6114387859446357,-0.9701386240804413,-1.6732591010788584
65,1,1,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.19199768640773582,0.03869282791936258,1.2276765105576992
66,0,1,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,-0.5070708128204306,0.9960245794484313,-0.6332522926707013
67,1,0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,-1.415859861817047,-0.09069483638356328,0.9101040284761364
68,1,1,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.2406004352499855,-1.0520432277144076,0.2499782271149124
69,0,0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.2406004352499855,0.5699985502132342,0.691880623067467
70,1,1,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.646884512666064,0.18724668602995245,1.2457660823218397
71,0,0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,-0.08762971328353077,2.845874105617619,-0.34554196080295596
72,0,0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,-1.3459530118942304,1.8225314801892256,0.6045912609039996
73,1,1,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,-0.22744341312916405,-0.14173867083846872,-1.0073905785226696
74,0,0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.4503209850184355,0.2857032042819056,-0.12128869813957356
75,1,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.9609730355587189,-1.184335216751483,-0.3286009332778092
76,1,1,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.4503209850184355,-0.8366908336793037,0.9092426202968916
77,1,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,-1.415859861817047,-0.6211544264856826,0.8963214976082203
78,1,0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.380414135095619,0.6008170598234686,-1.5684544392707478
79,0,0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.7866982125116972,1.3885067764001275,0.745862202300138
80,1,1,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,-0.01772286336071412,-0.3458856312476351,0.68154372491653
81,0,0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.751252485790269,0.9375756278714527,1.0947325148942602
82,1,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,-0.856605062434514,-1.2377094033126321,0.5801846958253986
83,1,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.2406004352499855,-0.8531090115114094,-0.7911771255322381
84,1,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.8211593357130856,-1.3399658163711987,-2.3204637797514116
85,1,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.1007867354043523,-0.8419832258722955,0.11789563963071768
86,0,1,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,-0.08762971328353077,0.3978955199721242,0.3338219565614007
87,0,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,-1.1362324621257804,1.4383728766352648,1.1446941892904556
88,1,0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.5202278349412521,0.07037961367632221,0.5514710898505737
89,1,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,-1.2760461619714139,-0.9151170358074517,-2.1995794985973984
90,0,0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,-0.5769776627432474,0.621668457015761,1.5090698491109835
91,1,1,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,-0.08762971328353077,-0.7809642272760889,1.4125921330355715
92,0,0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,-1.2760461619714139,0.299192942480424,-0.48422867766136013
93,1,1,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.08762971328353077,-0.8921600863635718,-0.8339603984347272
94,1,0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.1007867354043523,0.3808818353844392,-1.1167894172867523
95,0,1,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.05218398656210253,0.44522593167669033,-0.047494730784273805
96,0,1,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.6600415347868855,0.12690935450086613,-0.152012256532636
97,1,0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.47162508609900244,-0.6538133957892313,0.13512380321561285
98,1,1,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.5901346848640687,-1.7509484034606324,0.5253417084134827
99,0,1,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.9609730355587189,1.1507351170226474,0.3860807194355822
100,1,1,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,-1.415859861817047,0.049143483960241346,1.155318223501141
101,1,0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,-1.625580411585497,-0.6653793679035443,-0.05725735681571396
102,1,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.8211593357130856,-0.8894655271738353,0.14172793258982228
103,1,1,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.4017182361761858,-1.0202122314443958,0.29649426879412843
104,1,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.6114387859446357,-1.6009475708426115,-0.45551507168653527
105,0,0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,-1.0663256122029638,1.2389980440653885,0.013378113882355082
106,1,0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.2619045363305525,-0.7032421737217047,1.5340506863090813
107,0,0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.7998552346325187,0.7998746448326788,1.078940031608107
108,1,1,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,-1.2760461619714139,-1.293836992771821,-0.3624829883281028
109,0,0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.2619045363305525,0.9685207114130653,-1.7459045241951656
110,1,0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.5070708128204306,-0.36656808063591756,1.4246518475449983
111,0,0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.2619045363305525,0.8027790399135596,0.9807394991742054
112,0,1,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.19199768640773582,0.4326226180411143,-0.7205416548341691
113,0,0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.380414135095619,1.2023307126601892,-0.7604535671391757
114,0,0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.19199768640773582,1.6437511650106906,0.23160151929102446
115,0,0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,-0.437163962897614,1.7008443761494596,-0.9855682379818026
116,1,1,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,-1.415859861817047,-0.4547383164068084,-1.8222827160881996
117,1,0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,-1.1362324621257804,-0.5143680244038892,1.4970101346015574
118,0,0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,-1.415859861817047,1.3359288245285084,-0.1353583650672376
119,0,0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.2619045363305525,0.9989414808942809,-0.9178041278812159
120,1,1,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.8910661856359023,-1.206071151852009,-0.89253615462337
121,1,0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0308798854815355,-0.02704866902947174,1.1188519439131133
122,0,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.9609730355587189,1.2483503138894536,-0.023088165705672407
123,1,0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,-1.3459530118942304,-0.19047935415135292,-0.7825630437397907
124,1,0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.05218398656210253,-0.4172136173402871,0.7286340387152429
125,1,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.5202278349412521,-0.9279896336961276,-2.141865150588001
126,1,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,-1.625580411585497,-0.4805040689179708,-1.0042320818654389
127,1,0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,-1.2760461619714139,-0.4179676021195718,0.27467192825326175
128,1,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,-0.22744341312916405,-0.9186825566475338,0.9241736954038005
129,1,0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.8910661856359023,0.051373919097266074,-0.8420002081076782
130,1,0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.05218398656210253,0.23139319615000098,1.2635685180262304
131,1,1,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.4017182361761858,-0.9194345267892243,-0.22178631905146065
132,1,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.4017182361761858,-1.5793802071052312,0.41192296481292434
133,0,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,-0.01772286336071412,2.0725213254719494,-0.1919241688376426
134,1,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.8910661856359023,-0.5912077151950951,-0.04462337018679107
135,0,0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.33181138625336914,0.40507082348307677,-0.5244277260261151
136,1,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,-1.3459530118942304,-1.0464282785988177,-1.8590361317359756
137,1,0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.751252485790269,0.46193515411277286,-1.529403935144986
138,1,1,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,-0.7866982125116972,-0.6389216081303164,0.49691523849840624
139,1,1,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.5202278349412521,-0.81394470939581,-1.265238760176597
140,1,1,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.4017182361761858,-0.5665354564830708,1.3586105538029007
141,1,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,-0.7866982125116972,-0.5236069363152775,-0.45264371108905294
142,0,1,0.0,0.0,0.0,1.0,1.0,0.0,0.031185847124287736,0.0,0.0,0.9688141528757123,1.0,0.0,0.0,0.041283464888935105,0.40524827140623687,-0.07879994688034841
143,1,0,0.40774107950385785,0.0,0.0,0.5922589204961421,1.0,0.0,0.0,0.40774107950385785,0.0,0.5922589204961421,1.0,0.0,0.0,-4.205857080641362e-05,-0.48346346944747776,0.2027632616928277
144,1,0,0.0,0.0,0.0,1.0,1.0,0.0,0.5831381154291188,0.0,0.0,0.41686188457088125,1.0,0.0,0.0,0.3377051924239314,-0.4971454579992118,0.2901315850036976
145,1,1,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0628146132127625,-0.9629707234263456,0.21268734657504232
146,0,0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.7372357266666476,0.0,0.2627642733333524,-0.3886725563417208,0.15339853717231988,-0.05006000011925044
147,1,1,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.25326628065789303,-0.8087630616887697,-0.953906214747055
148,1,1,0.0,0.0,0.0,1.0,1.0,0.0,0.7852830382005309,0.0,0.21471696179946909,0.0,1.0,0.0,0.0,0.23702824568093175,-0.5352396764072893,0.31530035478399143
149,0,1,0.0,0.0,0.0,1.0,1.0,0.0,0.3965248665877156,0.0,0.0,0.6034751334122844,1.0,0.0,0.0,0.10762359524052718,0.05984003478486921,-0.016753452082540664
150,1,1,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.2655455985827515,-1.4919891770774873,-0.20383456445984516
151,1,0,0.564578017565622,0.0,0.0,0.435421982434378,1.0,0.0,0.0,0.564578017565622,0.0,0.435421982434378,1.0,0.0,0.0,-0.20835760810812531,-0.4940939187473471,0.029203996921720377
152,1,0,0.7401633704632604,0.0,0.0,0.2598366295367396,1.0,0.0,0.0,0.7401633704632604,0.0,0.2598366295367396,0.7401633704632604,0.0,0.2598366295367396,-1.0046705356974015,-0.5604446071004008,-0.3499078534298493
153,1,0,0.0,0.08521415479864414,0.0,0.9147858452013559,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.6308877329839462,-0.5661893746366293,0.6430169738043386
154,1,1,0.0,0.20978228136956234,0.0,0.7902177186304377,1.0,0.0,0.7902177186304377,0.0,0.0,0.20978228136956234,1.0,0.0,0.0,-0.10670242306979555,-0.8646858155933815,-1.1817936965935183
155,1,1,0.0,0.6873803502003796,0.0,0.3126196497996204,1.0,0.0,0.3126196497996204,0.0,0.0,0.6873803502003796,1.0,0.0,0.0,0.32733347170558347,-0.9284202225787045,-1.478829466034583
